userid,college,status
40_NY_192,Central Connecticut State University,accepted
40_NY_192,Williams College,denied
40_NY_193,Texas Christian University,accepted
40_NY_193,University of Central Florida,accepted
40_NY_193,Indiana University Bloomington,accepted
40_NY_193,Kalamazoo College,accepted
40_NY_193,Temple University,accepted
40_NY_193,Vassar College,pending
40_NY_193,Stevenson University,accepted
40_NY_193,"University of Nevada, Las Vegas",accepted
40_NY_193,Central Connecticut State University,accepted
40_NY_193,Williams College,denied
40_NY_194,Texas Christian University,accepted
40_NY_194,University of Central Florida,pending
40_NY_194,Indiana University Bloomington,accepted
40_NY_194,Kalamazoo College,accepted
40_NY_194,Missouri University of Science and Technology,pending
40_NY_194,Stevenson University,accepted
40_NY_194,"University of Nevada, Las Vegas",accepted
40_NY_194,Vassar College,denied
40_NY_194,Central Connecticut State University,accepted
40_NY_194,Williams College,denied
40_NY_195,University of Central Florida,accepted
40_NY_195,Indiana University Bloomington,accepted
40_NY_195,Texas Christian University,accepted
40_NY_195,Kalamazoo College,pending
40_NY_195,Saint Louis University,accepted
40_NY_195,Illinois College,accepted
40_NY_195,Stevenson University,accepted
40_NY_195,"University of Nevada, Las Vegas",accepted
40_NY_195,Central Connecticut State University,accepted
40_NY_195,Williams College,denied
40_NY_196,Texas Christian University,accepted
40_NY_196,University of Central Florida,accepted
40_NY_196,Indiana University Bloomington,accepted
40_NY_196,Kalamazoo College,accepted
40_NY_196,Temple University,accepted
40_NY_196,Vassar College,denied
40_NY_196,Stevenson University,accepted
40_NY_196,"University of Nevada, Las Vegas",pending
40_NY_196,Central Connecticut State University,accepted
40_NY_196,Williams College,denied
40_NY_197,University of Central Florida,accepted
40_NY_197,Indiana University Bloomington,accepted
40_NY_197,Texas Christian University,accepted
40_NY_197,Kalamazoo College,accepted
40_NY_197,Saint Louis University,accepted
40_NY_197,Illinois College,accepted
40_NY_197,Stevenson University,pending
40_NY_197,"University of Nevada, Las Vegas",accepted
40_NY_197,Central Connecticut State University,accepted
40_NY_197,Williams College,pending
40_NY_198,Texas Christian University,accepted
40_NY_198,University of Central Florida,accepted
40_NY_198,Indiana University Bloomington,accepted
40_NY_198,Kalamazoo College,accepted
40_NY_198,Saint Louis University,accepted
40_NY_198,Illinois College,accepted
40_NY_198,Stevenson University,accepted
40_NY_198,"University of Nevada, Las Vegas",accepted
40_NY_198,Central Connecticut State University,accepted
40_NY_198,Williams College,denied
40_NY_199,Texas Christian University,accepted
40_NY_199,University of Central Florida,accepted
40_NY_199,Indiana University Bloomington,accepted
40_NY_199,Kalamazoo College,accepted
40_NY_199,Temple University,accepted
40_NY_199,Vassar College,denied
40_NY_199,Stevenson University,accepted
40_NY_199,"University of Nevada, Las Vegas",accepted
40_NY_199,Central Connecticut State University,accepted
40_NY_199,Williams College,denied
37_GA_0,William Jewell College,accepted
37_GA_0,Lawrence Technological University,accepted
37_GA_0,Texas Tech University,accepted
37_GA_0,San Diego State University,accepted
37_GA_0,University of Montana,accepted
37_GA_0,Mount Holyoke College,denied
37_GA_0,Colorado College,denied
37_GA_0,Smith College,denied
37_GA_0,Barnard College,denied
37_GA_0,Reed College,denied
37_GA_1,Utah State University,accepted
37_GA_1,University of Montana,accepted
37_GA_1,Texas Tech University,accepted
37_GA_1,University of Maine,pending
37_GA_1,Nova Southeastern University,accepted
37_GA_1,Mount Holyoke College,pending
37_GA_1,Colorado College,pending
37_GA_1,Smith College,denied
37_GA_1,Barnard College,denied
37_GA_1,Reed College,denied
37_GA_2,San Diego State University,accepted
37_GA_2,University of Arizona,pending
37_GA_2,University of Houston,accepted
37_GA_2,University of Utah,accepted
37_GA_2,Westmont College,accepted
37_GA_2,Colorado College,pending
37_GA_2,Smith College,denied
37_GA_2,Barnard College,denied
37_GA_2,Reed College,denied
37_GA_2,New York University,denied
37_GA_3,William Jewell College,accepted
37_GA_3,Lawrence Technological University,accepted
37_GA_3,San Diego State University,accepted
37_GA_3,University of Arizona,accepted
37_GA_3,University of Houston,accepted
37_GA_3,Mount Holyoke College,denied
37_GA_3,Colorado College,denied
37_GA_3,Smith College,denied
37_GA_3,Barnard College,denied
37_GA_3,Reed College,denied
37_GA_4,Roger Williams University,accepted
37_GA_4,Gordon College,accepted
37_GA_4,University of Kentucky,accepted
37_GA_4,Samford University,pending
37_GA_4,University of Arkansas,accepted
37_GA_4,Smith College,denied
37_GA_4,Barnard College,denied
37_GA_4,Reed College,denied
37_GA_4,New York University,denied
37_GA_4,Eastern Washington University,accepted
37_GA_5,William Jewell College,accepted
37_GA_5,Lawrence Technological University,accepted
37_GA_5,San Diego State University,accepted
37_GA_5,University of Arizona,accepted
37_GA_5,University of Houston,accepted
37_GA_5,Mount Holyoke College,denied
37_GA_5,Colorado College,pending
37_GA_5,Smith College,denied
37_GA_5,Barnard College,pending
37_GA_5,Reed College,denied
37_GA_6,William Jewell College,accepted
37_GA_6,Lawrence Technological University,pending
37_GA_6,San Diego State University,accepted
37_GA_6,University of Arizona,accepted
37_GA_6,University of Houston,accepted
37_GA_6,Mount Holyoke College,denied
37_GA_6,Colorado College,denied
37_GA_6,Smith College,denied
37_GA_6,Barnard College,denied
37_GA_6,Reed College,denied
37_GA_7,William Jewell College,accepted
37_GA_7,Lawrence Technological University,accepted
37_GA_7,San Diego State University,accepted
37_GA_7,University of Arizona,pending
37_GA_7,University of Houston,pending
37_GA_7,Mount Holyoke College,denied
37_GA_7,Colorado College,denied
37_GA_7,Smith College,denied
37_GA_7,Barnard College,pending
37_GA_7,Reed College,denied
37_GA_8,University of Arkansas,accepted
37_GA_8,Hope College,pending
37_GA_8,University of Kentucky,accepted
37_GA_8,Berry College,accepted
37_GA_8,SUNY College of Environmental Science and Forestry,accepted
37_GA_8,Smith College,denied
37_GA_8,Barnard College,denied
37_GA_8,Reed College,pending
37_GA_8,New York University,denied
37_GA_8,Colgate University,denied
37_GA_9,Samford University,accepted
37_GA_9,Gordon College,accepted
37_GA_9,Roger Williams University,accepted
37_GA_9,University of Kentucky,accepted
37_GA_9,University of Arkansas,accepted
37_GA_9,Smith College,denied
37_GA_9,Barnard College,denied
37_GA_9,Reed College,denied
37_GA_9,New York University,denied
37_GA_9,Eastern Washington University,pending
37_GA_10,Utah State University,accepted
37_GA_10,University of Montana,pending
37_GA_10,Texas Tech University,accepted
37_GA_10,University of Maine,accepted
37_GA_10,Nova Southeastern University,accepted
37_GA_10,Mount Holyoke College,denied
37_GA_10,Colorado College,denied
37_GA_10,Smith College,denied
37_GA_10,Barnard College,denied
37_GA_10,Reed College,denied
37_GA_11,San Diego State University,accepted
37_GA_11,University of Arizona,accepted
37_GA_11,University of Houston,accepted
37_GA_11,William Jewell College,accepted
37_GA_11,University of Utah,accepted
37_GA_11,Colorado College,denied
37_GA_11,"California State University, East Bay",accepted
37_GA_11,Smith College,denied
37_GA_11,Barnard College,pending
37_GA_11,Reed College,denied
37_GA_12,Utah State University,accepted
37_GA_12,University of Montana,pending
37_GA_12,Texas Tech University,pending
37_GA_12,University of Maine,pending
37_GA_12,Nova Southeastern University,accepted
37_GA_12,Mount Holyoke College,denied
37_GA_12,Colorado College,denied
37_GA_12,Smith College,denied
37_GA_12,Barnard College,denied
37_GA_12,Reed College,denied
37_GA_13,San Diego State University,accepted
37_GA_13,University of Arizona,accepted
37_GA_13,University of Houston,accepted
37_GA_13,University of Utah,accepted
37_GA_13,Westmont College,accepted
37_GA_13,Colorado College,denied
37_GA_13,Smith College,denied
37_GA_13,Barnard College,denied
37_GA_13,Reed College,denied
37_GA_13,New York University,denied
37_GA_14,William Jewell College,accepted
37_GA_14,Lawrence Technological University,accepted
37_GA_14,San Diego State University,accepted
37_GA_14,University of Arizona,accepted
37_GA_14,University of Houston,accepted
37_GA_14,Mount Holyoke College,denied
37_GA_14,Colorado College,denied
37_GA_14,Smith College,denied
37_GA_14,Barnard College,denied
37_GA_14,Reed College,pending
37_GA_15,San Diego State University,accepted
37_GA_15,University of Arizona,accepted
37_GA_15,University of Houston,accepted
37_GA_15,William Jewell College,accepted
37_GA_15,University of Utah,accepted
37_GA_15,Colorado College,denied
37_GA_15,"California State University, East Bay",accepted
37_GA_15,Smith College,denied
37_GA_15,Barnard College,denied
37_GA_15,Reed College,denied
37_GA_16,San Diego State University,accepted
37_GA_16,University of Arizona,accepted
37_GA_16,University of Houston,pending
37_GA_16,William Jewell College,accepted
37_GA_16,University of Utah,accepted
37_GA_16,Colorado College,denied
37_GA_16,"California State University, East Bay",accepted
37_GA_16,Smith College,denied
37_GA_16,Barnard College,pending
37_GA_16,Reed College,denied
37_GA_17,Utah State University,accepted
37_GA_17,University of Montana,accepted
37_GA_17,Texas Tech University,accepted
37_GA_17,University of Maine,accepted
37_GA_17,Nova Southeastern University,accepted
37_GA_17,Mount Holyoke College,pending
37_GA_17,Colorado College,denied
37_GA_17,Smith College,denied
37_GA_17,Barnard College,denied
37_GA_17,Reed College,denied
37_GA_18,William Jewell College,accepted
37_GA_18,Lawrence Technological University,accepted
37_GA_18,San Diego State University,accepted
37_GA_18,University of Arizona,accepted
37_GA_18,University of Houston,accepted
37_GA_18,Mount Holyoke College,denied
37_GA_18,Colorado College,denied
37_GA_18,Smith College,denied
37_GA_18,Barnard College,denied
37_GA_18,Reed College,denied
37_GA_19,Utah State University,accepted
37_GA_19,University of Montana,accepted
37_GA_19,Texas Tech University,accepted
37_GA_19,University of Maine,accepted
37_GA_19,Nova Southeastern University,accepted
37_GA_19,Mount Holyoke College,denied
37_GA_19,Colorado College,denied
37_GA_19,Smith College,denied
37_GA_19,Barnard College,denied
37_GA_19,Reed College,denied
37_GA_20,William Jewell College,accepted
37_GA_20,Lawrence Technological University,accepted
37_GA_20,San Diego State University,accepted
37_GA_20,University of Arizona,accepted
37_GA_20,University of Houston,accepted
37_GA_20,Mount Holyoke College,denied
37_GA_20,Colorado College,denied
37_GA_20,Smith College,denied
37_GA_20,Barnard College,denied
37_GA_20,Reed College,denied
37_GA_21,Utah State University,accepted
37_GA_21,University of Montana,accepted
37_GA_21,Texas Tech University,pending
37_GA_21,University of Maine,accepted
37_GA_21,Nova Southeastern University,accepted
37_GA_21,Mount Holyoke College,denied
37_GA_21,Colorado College,denied
37_GA_21,Smith College,denied
37_GA_21,Barnard College,denied
37_GA_21,Reed College,denied
37_GA_22,Utah State University,accepted
37_GA_22,University of Montana,accepted
37_GA_22,Texas Tech University,accepted
37_GA_22,University of Maine,accepted
37_GA_22,Nova Southeastern University,pending
37_GA_22,Mount Holyoke College,denied
37_GA_22,Colorado College,denied
37_GA_22,Smith College,denied
37_GA_22,Barnard College,denied
37_GA_22,Reed College,denied
37_GA_23,William Jewell College,accepted
37_GA_23,Lawrence Technological University,accepted
37_GA_23,San Diego State University,accepted
37_GA_23,University of Arizona,accepted
37_GA_23,University of Houston,accepted
37_GA_23,Mount Holyoke College,pending
37_GA_23,Colorado College,denied
37_GA_23,Smith College,pending
37_GA_23,Barnard College,denied
37_GA_23,Reed College,denied
37_GA_24,William Jewell College,accepted
37_GA_24,Lawrence Technological University,accepted
37_GA_24,San Diego State University,pending
